Global_Frame_ID,Object_ID,Class_ID,Centroid_X,Centroid_Y,Size_Pixels,Size_um2,Polygon_Coords,Image_Path
12,1,0,848,356,18476,0,"882,220;871,224;868,255;845,270;788,239;757,255;760,263;776,246;793,255;786,284;802,313;795,329;827,373;780,382;829,391;838,464;825,488;835,495;882,486;899,471;900,459;876,452;877,397;892,388;900,417;909,417;909,397;901,383;881,382;878,369;941,314;876,345;894,256",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r444_c0_f0012.jpg
12,2,0,999,251,9398,0,"1020,173;998,181;1009,186;1006,198;974,243;897,245;893,255;928,253;937,264;946,259;957,263;948,285;954,299;1013,272;1017,278;1008,328;1023,317;1030,337;1035,302;1040,294;1050,297;1049,265;1031,245;1069,226;1029,233;1036,192;1061,192;1040,176",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r444_c0_f0012.jpg
13,1,0,848,355,18578,0,"881,219;871,224;871,250;845,270;790,237;767,240;755,256;776,242;795,250;787,286;800,309;798,329;827,375;780,382;825,385;838,465;825,488;835,495;882,486;899,471;900,459;876,451;877,396;891,387;906,417;909,396;878,372;924,326;943,319;929,315;882,349;876,345;886,266;895,255",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r722_c0_f0013.jpg
13,2,0,998,250,9291,0,"1021,173;998,181;1009,187;1006,198;974,242;909,242;893,254;902,258;929,253;938,265;948,260;955,266;947,277;947,292;975,293;994,278;1012,274;1015,298;1008,327;1023,317;1031,335;1032,314;1042,297;1039,286;1049,282;1050,268;1030,245;1067,231;1069,224;1029,234;1036,193;1044,188;1062,192;1041,176",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r722_c0_f0013.jpg
14,1,0,849,355,18227,0,"882,219;871,224;871,250;845,271;788,233;771,235;756,250;779,239;797,250;787,274;805,341;827,375;780,382;826,385;839,462;824,483;833,494;872,489;899,472;901,460;876,449;878,371;925,326;945,319;928,316;883,348;876,345;877,307;895,256",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r874_c0_f0014.jpg
14,2,0,998,250,9427,0,"893,250;900,259;929,254;935,263;947,264;946,292;975,293;994,278;1011,275;1015,298;1008,327;1023,318;1031,334;1039,281;1050,275;1044,257;1031,245;1062,234;1069,224;1030,235;1028,221;1036,193;1045,188;1061,192;1062,187;1033,174;1003,176;998,181;1009,186;1007,196;975,240;937,238",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r874_c0_f0014.jpg
15,1,0,850,356,17935,0,"882,219;871,223;871,250;845,271;788,227;757,245;785,235;802,250;787,272;827,374;780,382;828,388;839,462;825,487;840,495;884,485;899,471;900,458;877,452;877,393;891,386;901,417;910,415;909,396;900,382;882,385;878,371;924,327;946,319;926,317;882,350;872,324;895,256",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r970_c0_f0015.jpg
15,2,0,997,250,9389,0,"893,250;898,259;925,255;948,271;941,287;945,293;975,292;1002,274;1012,275;1015,299;1008,327;1022,318;1031,332;1038,279;1050,273;1044,257;1031,245;1069,228;1030,235;1028,220;1040,189;1061,192;1062,187;1033,174;1004,176;1000,182;1009,186;1007,196;975,239;937,238",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r970_c0_f0015.jpg
16,1,0,850,355,17776,0,"882,218;871,223;872,250;846,270;797,223;779,220;758,242;788,230;823,268;827,295;817,302;800,252;788,275;827,373;779,382;830,392;839,462;824,483;834,494;883,485;900,458;876,452;877,395;891,387;901,417;910,402;900,382;879,380;878,367;945,318;928,315;877,347;894,256",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r414_c0_f0016.jpg
16,2,0,996,250,9405,0,"893,250;900,260;929,256;942,263;946,272;940,293;975,292;996,277;1012,276;1015,298;1008,327;1024,319;1031,330;1039,296;1037,277;1049,275;1050,267;1030,245;1069,228;1030,236;1027,223;1037,192;1059,192;1063,187;1033,174;1003,176;999,181;1010,187;976,237;966,242;933,239",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r414_c0_f0016.jpg
17,1,0,851,359,16390,0,"775,218;769,226;789,223;814,247;829,291;825,302;814,300;793,252;788,271;828,372;778,382;830,391;839,463;827,489;886,484;900,459;874,451;876,397;891,388;907,416;910,403;900,383;877,381;877,366;943,313;928,313;878,350;871,332;893,256;887,220;874,222;874,250;843,272;797,221",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r684_c0_f0017.jpg
17,2,0,996,250,9331,0,"892,250;900,260;930,256;941,262;945,273;938,293;975,291;995,277;1012,275;1016,291;1008,327;1023,319;1030,329;1039,300;1036,276;1050,274;1031,245;1070,229;1030,236;1026,227;1036,193;1063,187;1040,175;1003,176;1009,192;976,237;966,242;911,242",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r684_c0_f0017.jpg
18,1,0,851,354,17877,0,"777,213;769,224;788,221;796,229;786,266;827,367;825,375;778,382;829,390;838,463;824,479;828,490;884,484;900,459;876,452;877,398;891,389;905,417;910,401;900,382;879,381;878,367;937,313;922,312;881,348;874,324;897,245;891,219;876,219;873,250;843,269;797,220",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r630_c0_f0018.jpg
18,2,0,996,250,9370,0,"1041,175;1002,176;1011,186;1008,196;975,238;907,243;891,256;935,258;943,267;937,292;942,294;975,292;995,277;1012,275;1015,296;1008,328;1021,320;1030,326;1038,299;1035,275;1041,271;1049,276;1051,271;1031,245;1070,229;1028,234;1037,192;1064,187",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r630_c0_f0018.jpg
19,1,0,852,353,18105,0,"776,213;769,221;797,229;788,267;828,366;826,375;778,382;829,391;837,462;823,479;826,488;884,484;900,460;876,451;878,397;891,388;904,417;910,399;900,381;881,382;878,367;913,340;928,308;915,308;882,343;878,306;900,245;893,218;881,214;874,250;843,267;818,251;797,220",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r792_c0_f0019.jpg
19,2,0,995,250,9392,0,"1045,176;1002,176;1011,186;1008,196;975,238;908,243;890,256;900,261;935,258;946,282;937,298;954,292;965,296;996,277;1012,276;1015,297;1008,328;1021,320;1031,324;1035,276;1049,275;1050,267;1028,245;1070,230;1031,238;1027,234;1037,192;1063,189",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r792_c0_f0019.jpg
20,1,0,853,354,18002,0,"778,212;769,220;797,228;790,265;828,360;825,375;778,382;829,389;837,451;823,476;828,488;883,483;900,456;876,450;878,398;891,388;907,417;910,398;880,372;920,334;914,317;932,298;909,308;881,342;876,317;900,245;894,215;881,215;876,250;851,267;821,252;830,292;822,294;805,261;814,250;807,229",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r271_c0_f0020.jpg
20,2,0,997,250,9441,0,"1031,173;1002,177;1011,186;1008,196;974,238;909,243;894,254;899,261;932,257;944,266;950,282;936,297;1012,277;1012,315;1000,341;1017,329;1021,346;1018,324;1031,324;1035,276;1051,271;1030,244;1070,229;1028,235;1037,193;1064,187",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r271_c0_f0020.jpg
21,1,0,853,354,16528,0,"776,212;768,220;801,229;793,263;829,362;826,376;779,382;827,379;838,452;823,480;839,489;874,484;898,461;875,449;878,392;891,385;910,415;904,385;882,383;878,365;924,331;890,327;891,346;879,338;876,306;893,277;900,218;884,215;883,245;852,267;825,251;835,292;826,295;808,263;808,229",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r228_c0_f0021.jpg
21,2,0,998,250,9132,0,"1028,173;1001,177;1011,184;978,236;909,243;893,256;900,262;932,256;957,265;957,277;936,295;967,293;995,277;1012,276;1012,315;1000,341;1014,329;1021,347;1018,324;1031,322;1034,276;1051,271;1028,245;1070,229;1028,236;1037,194;1064,189;1047,176",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r228_c0_f0021.jpg
22,1,0,854,349,18336,0,"891,207;884,247;854,264;823,249;797,215;767,217;801,229;796,262;829,368;779,382;827,379;838,450;822,473;834,486;872,483;898,461;876,446;878,393;893,388;907,417;910,397;900,379;881,379;880,371;929,330;896,329;929,294;894,319;880,313;903,245;903,218",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r939_c0_f0022.jpg
22,2,0,998,250,9106,0,"1038,174;1002,176;1011,184;1007,199;978,237;909,244;897,255;899,262;929,257;957,265;958,275;934,291;937,295;966,294;994,278;1012,277;1012,314;1000,341;1014,329;1021,346;1019,324;1031,323;1034,276;1050,273;1048,262;1029,244;1070,229;1028,236;1037,194;1064,192;1059,182",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r939_c0_f0022.jpg
23,1,0,854,350,16507,0,"893,206;888,246;854,266;830,253;796,214;779,208;768,218;787,215;804,229;802,266;831,350;827,379;806,387;807,413;817,421;812,397;826,385;833,393;838,449;822,472;834,483;881,477;898,456;876,443;878,393;891,383;908,416;909,393;900,379;882,382;877,364;930,330;928,324;883,343;879,302;905,246;905,220",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r420_c0_f0023.jpg
23,2,0,1000,249,8797,0,"1038,174;1002,176;1011,188;978,238;909,244;898,260;932,257;958,264;958,276;938,292;965,294;1002,274;1012,276;1011,318;1000,341;1013,329;1021,347;1024,329;1019,324;1031,324;1033,276;1050,273;1048,262;1028,244;1064,236;1070,229;1028,236;1037,195;1047,188;1064,192;1059,182",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r420_c0_f0023.jpg
24,1,0,855,345,16701,0,"901,201;891,211;889,245;854,264;798,213;768,214;792,215;805,228;814,316;832,357;826,371;805,367;779,382;813,376;807,402;817,415;808,391;825,373;838,446;821,467;834,481;874,477;897,456;875,440;878,392;892,384;907,416;909,393;900,379;881,378;881,361;932,329;890,343;879,335;879,303;910,224",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r339_c0_f0024.jpg
24,2,0,1000,250,8817,0,"1037,174;1001,176;1011,182;1008,197;975,240;910,244;899,260;930,257;960,264;947,292;965,297;997,276;1012,275;1011,319;1000,342;1014,330;1021,347;1025,328;1019,324;1031,324;1034,275;1050,273;1048,261;1028,245;1071,229;1028,236;1037,195;1047,188;1064,191;1059,182",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r339_c0_f0024.jpg
25,1,0,856,344,16402,0,"901,201;892,240;855,259;801,213;780,206;769,213;795,215;806,227;815,316;830,335;832,356;779,382;832,377;837,442;821,467;834,478;874,474;896,455;894,445;875,437;878,391;891,383;909,419;909,393;900,379;882,382;880,364;933,329;891,345;880,338;879,303;911,224",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r345_c0_f0025.jpg
25,2,0,1001,250,8700,0,"1035,174;1002,177;1012,182;1009,196;977,238;910,245;900,260;930,257;961,264;947,292;965,297;1002,273;1012,275;1012,314;1000,343;1013,332;1021,348;1021,324;1031,323;1036,303;1033,275;1050,274;1048,261;1026,245;1071,229;1027,236;1038,194;1047,188;1064,191;1059,182",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r345_c0_f0025.jpg
26,1,0,858,339,16791,0,"909,199;899,203;892,241;855,254;840,249;810,213;773,208;794,210;809,226;816,316;833,344;826,365;797,366;779,382;832,371;836,441;820,464;833,475;870,473;893,455;894,446;874,435;882,382;893,385;900,420;909,420;902,383;884,375;883,357;937,330;880,340;883,292;915,225",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r734_c0_f0026.jpg
26,2,0,1001,251,8741,0,"1035,174;1005,176;1011,184;1008,197;975,240;915,247;901,261;935,259;959,265;961,271;948,288;965,299;994,278;1012,276;1016,294;1002,346;1014,334;1022,347;1036,303;1033,276;1050,274;1049,262;1026,245;1071,229;1039,233;1031,240;1027,236;1036,197;1048,188;1064,191;1059,182",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/r734_c0_f0026.jpg
