Global_Frame_ID,Object_ID,Class_ID,Centroid_X,Centroid_Y,Size_Pixels,Size_um2,Polygon_Coords,Image_Path
0,13,0,582,404,2534,0,"533,386;538,395;550,404;539,407;532,411;532,413;549,407;563,419;583,423;610,423;620,419;623,413;624,405;622,400;617,395;603,389;587,387;563,388;556,385;550,388;550,396;545,397",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0000_884.jpg
0,14,0,546,529,3477,0,"527,465;526,467;537,485;537,492;528,502;523,515;526,550;533,568;544,577;551,577;560,573;566,563;568,552;565,512;552,490;556,484;571,473;567,472;556,478;545,490;542,490;538,477",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0000_884.jpg
0,15,0,590,674,2074,0,"556,672;557,680;559,684;563,687;574,692;592,692;607,690;617,686;625,674;625,667;619,661;612,658;582,657;571,659;564,662;559,666",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0000_884.jpg
0,16,0,678,661,1760,0,"646,659;647,666;651,671;656,674;666,677;697,676;703,674;709,670;711,665;710,655;702,649;695,647;663,646;652,651",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0000_884.jpg
1,1,0,51,630,2855,0,"64,590;49,590;39,603;35,614;31,641;32,653;36,663;26,674;26,679;40,667;44,678;48,682;51,682;48,668;61,660;67,651;71,638;74,611;71,596",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,2,0,145,396,1970,0,"102,387;110,392;108,402;116,400;125,407;132,410;153,414;170,414;177,411;180,407;180,397;178,393;172,387;165,384;142,380;128,380;112,387",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,3,0,448,464,3683,0,"418,427;412,438;415,454;445,494;468,505;464,522;467,522;469,516;474,512;488,514;474,500;479,489;480,473;467,449;449,430;440,424;426,423",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,4,0,464,562,2234,0,"479,530;467,530;460,533;456,537;449,551;442,571;442,586;445,592;450,596;457,597;467,593;474,585;484,563;486,556;487,542;483,532",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,5,0,327,325,2549,0,"368,319;361,309;352,307;334,307;308,311;303,313;293,323;274,316;273,318;275,320;287,324;293,331;273,342;279,342;293,335;311,344;346,342;364,334;368,326",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,6,0,480,228,1781,0,"476,192;470,195;467,203;467,237;474,253;482,260;483,265;478,275;482,273;483,268;485,267;492,278;493,272;490,265;490,259;494,248;492,206;487,195;481,192",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,7,0,447,146,2291,0,"428,114;420,122;420,135;431,153;446,172;452,176;464,177;466,179;467,192;470,187;468,177;475,171;474,156;465,141;446,117;438,114",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,8,0,373,84,4333,0,"443,105;428,86;420,83;420,79;431,67;435,48;431,51;425,68;417,73;396,61;364,61;320,71;321,93;330,103;345,108;395,106;406,102;418,89;429,92;439,104",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,9,0,557,306,3142,0,"570,265;559,265;549,272;541,289;532,324;523,332;527,335;534,333;541,337;542,340;538,343;535,351;538,350;541,345;546,344;551,348;555,343;566,343;570,339;578,315;582,285;578,272",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,10,0,819,262,1880,0,"851,247;845,244;828,244;803,252;791,263;781,261;780,262;782,265;788,267;792,271;792,275;782,291;784,292;797,278;803,280;816,280;836,274;846,269;851,264;853,259;853,252",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,11,0,896,148,3041,0,"908,106;893,106;883,115;878,124;876,150;877,172;883,185;887,189;893,191;902,190;909,185;913,178;916,167;917,123",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,12,0,973,269,1955,0,"987,238;980,235;973,235;968,238;960,258;958,272;958,292;950,296;940,297;940,300;949,300;962,296;967,299;969,305;974,305;973,300;987,287;992,261;992,248;990,241",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,13,0,582,404,2707,0,"532,386;535,392;547,404;535,409;531,413;550,408;555,414;565,420;605,424;619,420;624,412;622,399;615,393;606,389;553,385;545,395;535,386",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,14,0,546,529,3483,0,"527,466;537,484;537,492;524,510;526,550;534,569;544,577;552,577;561,572;567,561;566,513;553,493;553,488;571,473;565,473;554,480;546,490;542,490;536,474",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,15,0,590,674,2091,0,"556,673;557,681;563,687;574,692;594,692;608,690;615,687;621,681;625,674;625,665;616,659;608,657;581,657;570,659;564,662;559,666",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
1,16,0,678,661,1810,0,"646,659;646,664;650,671;660,676;669,678;698,676;706,673;710,669;711,666;710,655;706,651;697,647;663,646;652,651",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0001_898.jpg
2,1,0,51,630,2868,0,"64,590;49,590;42,597;36,610;31,641;32,653;36,663;26,674;26,679;40,667;44,678;48,682;51,682;48,674;49,667;61,660;67,651;72,633;74,610;71,596",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,2,0,145,396,1982,0,"102,387;110,392;108,402;116,400;123,406;131,410;151,414;170,414;177,411;180,407;180,397;177,391;172,387;162,383;142,380;128,380;112,387",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,3,0,448,464,3696,0,"418,427;412,438;414,452;445,494;468,505;464,522;467,522;469,516;474,512;488,514;474,500;479,489;480,473;468,450;449,430;440,424;426,423",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,4,0,464,562,2240,0,"479,530;466,530;460,533;456,537;449,551;442,571;441,580;443,589;449,596;457,597;466,594;476,581;484,563;487,549;486,538;483,532",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,5,0,327,325,2554,0,"368,319;361,309;352,307;311,310;303,313;293,323;273,316;278,322;290,326;293,331;273,342;279,342;293,335;311,344;346,342;354,340;364,334;368,326",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,6,0,480,228,1797,0,"476,192;469,196;467,202;467,237;474,253;482,260;483,265;478,275;482,273;483,268;485,267;492,278;493,272;490,265;490,259;493,253;495,242;493,211;487,195;481,192",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,7,0,447,146,2300,0,"428,114;421,120;419,127;420,135;423,141;446,172;452,176;463,177;466,179;468,192;470,188;468,177;475,171;475,160;471,150;446,117;438,114",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,8,0,373,84,4344,0,"443,105;428,86;420,83;420,79;431,67;435,48;431,51;426,67;417,73;397,61;364,61;345,64;328,71;318,70;322,75;321,93;330,103;345,108;395,106;406,102;418,89;429,92;439,104",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,9,0,557,306,3156,0,"570,265;559,265;549,272;541,289;532,324;523,332;527,335;534,333;541,337;542,340;538,343;535,351;544,344;549,348;552,348;556,343;566,343;571,337;578,316;582,283;579,273",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,10,0,819,262,1890,0,"851,247;845,244;828,244;803,252;791,263;785,262;783,260;780,262;783,266;788,267;792,271;792,275;782,291;784,292;787,290;788,287;797,278;812,281;831,276;846,269;851,264;853,259;853,252",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,11,0,896,148,3051,0,"908,106;893,106;882,116;878,124;876,149;877,172;883,185;892,191;905,189;910,184;916,167;917,123",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,12,0,973,269,1963,0,"987,238;980,235;973,235;967,239;960,257;958,271;958,292;949,296;940,297;939,300;949,300;958,297;965,297;969,305;974,305;973,300;979,296;986,288;989,280;992,249;991,244",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,13,0,582,404,2740,0,"532,386;534,391;546,404;533,410;531,414;549,408;564,420;581,423;608,424;621,419;624,412;622,399;607,389;553,385;545,395;541,390",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,14,0,546,529,3478,0,"527,466;537,484;537,493;524,510;526,550;534,569;544,577;552,577;561,572;567,561;566,513;553,493;553,488;571,473;565,473;554,480;546,490;542,490;536,474",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,15,0,590,674,2092,0,"556,673;557,681;563,687;574,692;594,692;608,690;615,687;621,681;625,674;625,665;616,659;608,657;581,657;570,659;564,662;559,666",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
2,16,0,678,661,1810,0,"646,659;646,664;650,671;660,676;669,678;698,676;706,673;710,669;711,666;710,655;706,651;697,647;663,646;652,651",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0002_832.jpg
3,1,0,51,630,2904,0,"60,589;49,590;42,597;36,610;31,637;31,650;35,664;26,674;26,678;40,668;43,676;51,683;54,683;49,675;48,668;61,660;68,649;72,634;74,610;70,594",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,2,0,145,396,2009,0,"102,387;110,393;109,400;111,402;116,401;128,409;150,414;171,414;179,409;181,403;180,396;177,391;169,385;143,380;128,380;120,384",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,3,0,448,464,3643,0,"418,427;412,439;413,450;430,476;446,495;456,501;468,504;469,509;464,515;464,521;467,521;469,514;474,511;489,518;476,507;473,500;479,488;480,473;467,449;450,431;440,424;426,423",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,4,0,463,562,2230,0,"479,529;469,528;463,530;455,537;452,542;444,563;441,579;442,586;445,592;452,596;464,595;469,591;475,583;485,554;485,539;482,531",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,5,0,327,325,2535,0,"368,320;363,311;352,307;310,310;302,313;293,322;281,315;281,319;291,327;292,332;274,343;279,344;292,337;297,337;303,342;310,344;353,340;364,333;367,328",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,6,0,481,229,1787,0,"476,193;471,196;467,207;467,237;474,254;481,260;481,275;485,267;492,277;493,272;490,260;493,257;495,248;493,210;489,198;485,194",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,7,0,448,148,2308,0,"428,116;422,121;420,130;421,136;427,148;442,169;454,178;465,180;469,185;470,191;470,179;475,172;475,159;472,152;447,118;439,115",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,8,0,375,84,4331,0,"319,70;324,75;323,91;328,100;336,105;358,108;401,105;422,88;429,90;442,105;444,104;427,82;438,66;436,62;424,74;395,60;363,61;339,66;329,71",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,9,0,557,305,2992,0,"569,265;563,264;557,266;549,272;540,291;536,309;531,321;531,329;526,332;527,335;535,333;544,341;549,343;565,342;568,340;576,320;581,296;581,278;578,272",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,10,0,817,264,1893,0,"849,249;839,245;828,245;807,250;798,255;790,263;777,260;779,264;786,268;790,273;789,281;782,291;784,292;796,280;804,282;815,281;841,272;848,266;850,262;851,254",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,11,0,895,142,3040,0,"893,97;890,102;882,108;878,115;875,136;875,157;877,169;882,179;890,185;897,186;903,184;909,178;914,167;916,157;916,121;914,114;909,106;904,101;897,101",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,12,0,972,269,1962,0,"986,238;979,235;974,235;967,239;962,249;957,273;957,291;951,296;941,297;938,300;939,301;947,301;957,297;962,297;966,299;968,305;972,305;972,300;980,295;985,289;988,282;991,264;991,246",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,13,0,578,404,2668,0,"524,412;545,407;553,415;562,420;577,423;599,424;616,419;620,411;620,405;618,399;613,394;600,388;553,385;550,387;548,395;544,397;531,385;538,403;526,409",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,14,0,546,529,3508,0,"527,464;526,467;533,477;536,492;524,509;526,549;534,569;544,577;552,577;561,572;568,555;566,513;552,489;570,472;553,480;542,491;536,475",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,15,0,591,673,2174,0,"632,657;631,656;629,660;624,664;616,659;608,657;581,657;570,659;558,667;556,672;557,681;562,687;572,692;581,693;609,690;617,686;623,679;628,676;625,670;627,664;631,661",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
3,16,0,678,661,1818,0,"646,659;646,666;650,671;657,675;669,678;698,676;706,673;710,669;711,666;711,657;706,651;697,647;689,647;688,646;662,646;651,652",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0003_895.jpg
4,1,0,50,630,2909,0,"64,590;51,589;39,602;35,611;30,638;30,651;35,665;23,673;22,676;29,676;34,673;37,681;40,680;42,672;48,666;62,659;67,650;71,637;74,610;69,593",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,2,0,145,396,2029,0,"102,388;103,390;112,395;111,400;115,404;124,409;150,414;171,414;177,411;180,407;181,401;177,391;169,385;143,380;128,380;114,385;112,387",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,3,0,449,467,3622,0,"427,426;420,430;415,438;414,444;417,456;442,494;464,510;463,521;470,519;476,511;474,502;481,484;479,472;465,448;448,430;436,425",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,4,0,463,559,2179,0,"479,527;469,526;462,528;456,532;452,540;442,568;442,582;445,588;451,592;462,593;466,591;475,579;482,562;485,549;485,536;482,529",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,5,0,325,326,2457,0,"365,321;362,314;355,309;347,307;328,308;303,313;289,325;282,326;277,329;286,330;290,334;285,336;284,340;293,339;305,346;318,346;339,341;346,341;357,337;361,334",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,6,0,481,233,1837,0,"482,196;477,196;472,200;467,215;467,238;469,247;475,260;480,265;470,281;478,276;484,266;487,267;492,278;494,276;491,267;495,262;494,216;490,202",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,7,0,449,153,2338,0,"431,119;426,124;424,130;426,146;443,177;449,183;455,185;459,189;458,195;455,199;455,202;457,202;463,188;467,185;471,187;474,164;464,143;451,124;443,119",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
4,8,0,384,83,4256,0,"452,72;448,71;432,76;413,61;400,58;357,62;338,71;332,80;332,91;344,104;375,107;411,103;429,87;435,86;449,101;449,95;440,82;449,77",/mnt/Zebrafish_24TB/Mahmood-Yousaf-Data/TAAM-Track-Any-Aquatic-Model/TAAM_Workspace/TAAM_Workspace/Datasets/Exp_1/sampling_pool/v_0_0004_796.jpg
